kill11,death11,damage_done11,damage_taken11,shielding11,kill12,death12,damage_done12,damage_taken12,shielding12,kill13,death13,damage_done13,damage_taken13,shielding13,kill14,death14,damage_done14,damage_taken14,shielding14,kill15,death15,damage_done15,damage_taken15,shielding15,team1,kill21,death21,damage_done21,damage_taken21,shielding21,kill22,death22,damage_done22,damage_taken22,shielding22,kill23,death23,damage_done23,damage_taken23,shielding23,kill24,death24,damage_done24,damage_taken24,shielding24,kill25,death25,damage_done25,damage_taken25,shielding25,team2,winning_team
4,9,66243,47596,0,11,11,57090,50522,0,10,8,63429,35993,0,3,11,20374,28397,0,6,6,29535,46313,12452,4103000303,14,10,58380,44173,0,2,8,17928,41647,0,8,5,46191,70182,19755,8,4,28111,34880,0,13,7,58211,45789,0,155512262,1
14,11,54939,40865,0,7,16,44840,47769,0,9,11,53922,52158,0,8,13,52160,56421,0,14,14,55827,45837,0,949072879,21,7,64828,34256,0,14,13,47277,44533,0,20,11,59281,51258,0,9,11,44069,90492,36079,1,10,27595,41149,0,937799543,1
11,14,70431,93929,0,21,4,99097,43404,14221,17,9,124680,62120,3600,8,17,30981,91088,0,11,7,54920,40518,0,6271348459,7,17,48283,55225,3600,4,9,37396,54888,0,23,17,106918,71638,0,7,14,39003,139336,128961,10,11,99459,59022,0,68535507,1
15,4,53478,18968,0,6,6,23588,23822,0,1,8,9410,65789,33492,3,6,34947,29464,0,6,6,36916,46957,2417,265438657,5,7,28256,31024,0,3,5,23395,50095,50377,13,8,48175,31143,0,2,8,42272,27600,0,7,3,42902,18477,4738,134629486,1
1,11,23272,35015,0,2,7,29210,24889,0,1,4,20386,32040,0,5,9,24385,25293,0,3,7,33105,26325,0,3214355239,5,1,31489,17763,0,3,3,14124,33450,16146,13,3,39871,35740,0,5,2,14283,12715,0,12,3,43795,30690,0,406500457,1
10,8,64695,104981,49500,3,2,28097,24271,0,26,6,108113,47428,0,17,7,56537,56473,0,5,4,42999,31283,55334,50904635,3,13,58988,101638,18102,0,10,16618,72589,0,5,14,51111,49231,0,5,10,37726,34555,0,14,12,99993,42428,33584,124431931,0
8,0,33353,30899,13804,5,0,39756,18086,0,14,1,50409,22591,0,1,0,13773,25602,11875,0,0,2303,4949,0,10341266,0,6,33084,39503,21497,0,5,9455,16482,400,0,3,20119,23418,0,1,9,20096,20139,0,0,5,19373,40052,7124,107762303,0
24,17,116063,68594,0,22,12,140344,49982,0,4,18,56361,47602,5109,3,14,76179,111440,39942,0,14,66125,103413,14619,13001618,20,9,108712,155169,46669,6,10,42809,49707,0,9,14,45487,56970,0,18,7,95013,150505,54297,22,13,89010,42721,0,54759965,1
0,4,33049,22349,0,0,7,11389,22712,0,2,7,25125,21413,0,3,6,34924,51986,7609,10,7,58486,23317,0,547007617,7,1,19411,14241,0,5,5,31558,27896,0,4,1,34151,43596,18594,3,3,14454,49497,0,12,5,42203,27743,0,249445091,1
23,7,74037,64562,0,8,9,57157,36303,0,15,12,47107,37879,0,6,10,40348,33788,0,12,8,42367,26179,0,1661800369,13,13,39645,45895,0,2,10,8885,36865,0,15,13,55957,37910,0,14,15,67267,39049,0,2,13,26957,101297,15357,315985769,0
25,18,80413,76351,0,20,18,80154,71416,0,18,18,74811,65196,0,12,11,50319,42542,0,8,15,30286,66417,0,6541965961,13,18,44028,63167,0,17,16,69618,57673,0,23,15,98490,68545,0,7,14,36872,52486,8220,19,21,72914,74112,2800,1176460177,0
34,9,142065,46809,0,2,9,19061,51800,9620,11,9,45707,38364,0,0,14,0,32673,0,10,10,65671,48102,0,156828998,5,13,34555,54004,0,6,12,13358,44332,0,6,13,38633,31570,0,5,8,31615,98335,24316,26,11,99587,44263,1800,839714707,1
3,10,28278,59639,0,2,13,27658,34920,0,2,10,24839,83924,43822,1,8,24796,48404,0,13,7,81080,39300,700,222109921,14,3,59531,34469,0,10,4,56831,60042,29847,7,4,62310,34439,0,14,5,58405,28126,0,3,5,29110,29575,0,880062591,1
1,0,6579,7589,0,12,1,37780,21874,0,11,1,38012,24305,0,5,2,19076,18953,24038,13,2,53013,25402,0,1708132973,1,10,18249,26302,10070,0,8,15148,22263,0,2,8,20565,22987,0,2,8,15479,48871,0,1,9,28682,34037,0,11408497159,0
14,11,48591,42571,0,15,12,63988,33467,0,2,8,20835,31038,0,10,10,55604,48474,0,5,7,41189,73379,22427,84738718,8,13,53662,45321,0,6,8,23895,30785,5700,10,10,44003,95504,0,11,10,49139,35068,0,13,6,58230,23529,0,3218189627,0
4,0,14380,8266,0,11,2,31950,16153,0,9,2,38646,12310,0,0,0,26280,15187,0,3,0,15853,19137,11127,647265577,2,2,28084,16465,0,1,4,15143,14233,0,0,7,5190,18603,0,0,7,7739,53036,5368,1,7,14897,24772,0,344095451,0
6,2,12251,27155,0,4,3,28594,14344,0,17,3,53590,48430,1773,4,3,15166,16848,0,9,3,29680,14963,0,936741637,4,10,19964,30787,0,6,7,44027,20726,0,1,9,19382,23755,0,2,8,27377,47627,7801,1,6,10990,16386,0,717973139,0
8,7,20299,20516,0,4,3,20395,34896,14030,14,9,27573,28397,0,3,5,16085,14983,0,5,5,22905,13321,8694,23460886,5,8,23587,22239,0,4,12,26936,30375,0,2,6,10023,16709,29035,6,7,30454,19473,0,8,7,21113,18461,0,2177479897,0
4,2,41272,41898,0,8,4,43668,80533,8680,15,1,78653,25879,0,9,2,36391,2275,0,15,2,77755,19623,7592,289209283,3,12,41183,45740,0,0,7,19940,26686,0,3,14,24554,74066,0,1,10,26089,81291,34855,2,8,58442,49956,0,857439671,0
11,7,52616,44960,14904,6,9,34157,42731,0,4,10,32432,55651,1807,3,7,28352,57355,1350,9,7,35996,31318,0,23918973629,11,9,59692,41602,0,3,6,24990,59798,14024,4,6,39885,20689,0,11,8,66965,42453,3078,10,4,40483,19011,0,182148989,1
5,5,28408,48708,0,6,5,30971,16232,0,4,4,29824,28319,0,5,2,11717,11295,0,6,4,43377,26779,0,8673020591,3,3,35651,24649,0,2,9,23445,36626,0,8,7,33667,34923,0,2,2,11187,21883,0,4,6,27383,26216,0,1741095299,0
2,9,24113,34482,0,5,8,92843,111152,47732,1,16,54833,109434,49448,13,11,122521,56466,0,13,12,91733,53620,0,68315845,4,5,65181,141474,71435,4,5,21822,37527,0,17,9,96037,52094,0,22,11,82886,60607,0,9,4,99228,94341,28813,179186953,1
10,12,69315,61232,20374,4,9,16650,46744,0,14,11,61014,52855,0,30,14,84540,78098,0,11,17,64621,75219,0,20265818569,10,14,44239,53711,0,14,15,72358,50758,0,11,13,52033,51779,0,22,13,100147,49406,0,6,14,45371,90486,118826,604224471,0
6,7,22185,18080,0,2,8,17421,25916,0,4,7,28407,21119,0,15,8,40875,20224,0,7,10,21240,27724,0,1417310591,7,7,23129,20957,0,10,7,30489,25022,11654,8,8,18551,39145,43899,7,5,18361,15527,0,6,8,22533,29477,0,1279157903,1
4,10,34666,104942,48008,9,8,32240,24033,0,2,17,22914,56649,0,6,11,60447,56900,0,2,9,31846,43363,0,852727601,19,8,52099,40457,0,6,3,18748,24521,0,12,3,89714,40369,0,11,4,74491,47971,0,7,5,50835,28795,0,906446417,1
23,11,101723,139075,51695,22,13,126084,84526,0,4,15,51918,73078,149187,7,12,57995,49932,0,20,12,141485,59136,0,248661809,3,17,58391,158637,94319,27,15,107342,64951,0,12,18,73674,58139,0,10,13,75667,61361,0,10,13,90673,136117,15769,25570265,1
8,13,32564,45592,0,11,14,70487,46267,0,1,12,55700,119046,0,17,11,74038,36928,0,18,13,109318,44745,0,10727120413,13,9,63459,56208,0,14,16,49505,49720,0,18,15,74932,63372,0,13,5,76765,130965,5570,2,11,27917,41842,0,1647319891,1
3,9,23122,33191,3804,4,7,25191,58455,0,13,9,40339,37846,0,10,10,44728,32842,0,14,12,55900,37432,0,1742009851,10,7,29569,26121,0,8,9,40427,25965,0,8,9,44502,64569,8164,12,10,35515,34770,0,10,9,49753,37855,9275,160312453,1
12,10,56393,41967,0,3,7,28761,48871,849,10,7,41706,47415,0,14,10,76937,42578,0,10,5,38901,95717,59567,577216057,1,12,33415,37375,0,9,13,44430,52582,0,13,5,55410,34432,0,6,10,58069,38374,0,10,9,85224,79935,41654,4600312999,0
3,11,24556,27742,0,3,7,52044,62196,50412,2,7,30580,59762,21537,15,11,57798,38568,0,3,7,76276,31630,0,14713138,5,6,43242,73515,3110,14,5,59983,24544,0,2,4,21554,26717,0,13,6,57582,27746,0,6,3,37537,88732,0,123354973,1
7,16,52211,119777,0,6,16,60535,46534,0,7,12,69503,46231,0,2,13,25613,44759,0,19,13,96226,39060,0,859253359,9,7,34866,39922,0,10,11,50072,59985,0,26,9,109343,51756,0,20,6,77276,115031,39589,6,8,24804,37394,0,170817569,1
10,8,77481,48642,0,1,12,26019,94263,0,8,9,58253,71304,0,4,9,48111,101081,14830,12,10,51626,35247,0,54790547,9,7,46539,27614,0,12,8,85941,102767,49360,5,9,32485,44246,0,10,6,130534,51561,0,13,5,55038,35302,96647,329098237,1
10,3,64514,33119,0,17,11,68072,30040,0,4,12,23359,48835,0,3,10,43995,52300,0,1,13,11784,85906,34919,658505549,14,6,81006,38562,2320,10,7,43838,36117,0,12,8,56402,38561,0,11,7,40456,44471,0,2,8,28498,54013,0,7765121503,1
4,10,23806,43887,0,5,16,21593,45299,0,17,9,73774,66103,0,16,9,51112,126973,34648,17,8,53022,61349,0,2294497699,4,17,42947,50822,0,12,9,61244,43288,0,13,12,80839,56031,0,11,12,71225,40200,0,12,9,87356,32966,0,222082667,0
17,7,85300,51900,0,7,6,54144,109780,97303,3,6,8737,30855,0,5,10,40845,54666,0,6,7,56373,90837,0,3252966821,9,6,93498,48804,0,3,6,71260,48190,0,5,8,60655,31132,0,12,7,50228,28190,0,7,11,62397,89083,4061,15155342701,0
0,10,8126,42132,0,13,9,52838,91147,86723,14,13,53519,47370,0,2,14,50007,48139,0,22,12,75889,40219,25907,175530471,15,11,55939,60948,0,14,4,70473,28462,0,3,12,24279,46707,0,11,15,64380,56719,0,15,10,53936,47543,0,10843951273,0
6,4,37382,22759,0,12,6,44166,39821,0,1,7,21734,32125,0,3,7,32115,32523,0,12,7,40463,36189,0,8619025561,3,6,24303,52550,78793,10,3,48201,21359,0,3,8,30630,34230,0,6,8,25503,32971,0,9,9,34780,34750,0,305861405,1
14,12,54489,107093,0,22,14,79636,56111,0,11,16,71005,48786,0,4,17,19656,47417,0,21,14,67295,55638,0,798147193,20,11,79596,100660,19855,20,14,82525,42566,7620,14,14,56136,48361,0,17,16,77956,52619,0,5,17,18832,49973,0,401064349,1
11,18,71438,86338,0,21,7,140560,46376,0,10,6,48331,55574,0,27,11,96858,152498,48485,6,13,41443,57445,0,767103727,2,16,39426,131952,85926,24,18,99028,64933,0,10,12,78323,59955,8759,6,13,75907,69294,0,13,16,105547,72496,0,411296255,0
14,7,89191,53579,0,5,9,31812,40495,0,14,4,51341,83377,59797,13,8,66346,44030,0,12,14,61919,51051,0,403205933,15,14,78871,58283,0,9,10,57377,43090,0,9,12,58521,106376,85560,3,11,39683,55642,0,6,11,38080,37218,0,964401551,0
0,4,8186,18219,0,5,11,22546,39930,0,1,10,42022,38646,0,9,6,42077,30098,0,4,9,30357,103889,27976,177973783,5,3,52592,27070,0,3,4,29273,27310,0,20,3,78446,35854,0,4,2,32605,19688,0,7,7,37866,35266,0,6760295519,1
15,19,81307,63003,0,5,15,29950,62883,0,8,18,53191,59296,0,6,16,48014,43014,0,4,11,66286,79876,59730,509320131,14,7,63709,49224,0,10,4,54922,45019,0,19,8,50949,45129,0,14,8,64572,106316,11013,20,11,73920,33060,0,2443442209,1
3,9,24190,29523,0,4,10,31448,26944,0,2,10,30520,31382,0,3,9,23708,31377,0,6,9,48629,23653,0,2037027599,10,3,24835,58752,0,2,3,6730,17718,0,5,4,41966,34331,0,19,4,35058,27276,0,11,4,34290,20418,0,4036237169,1
9,3,30573,67570,21887,6,8,43957,31427,0,7,3,39995,13997,0,18,5,43177,36303,0,20,8,64040,38005,0,784095037,6,13,45878,72258,35147,7,13,39756,47618,0,6,12,26047,34277,1500,7,9,50330,24616,0,1,13,25291,42973,0,36940874,0
9,4,31914,34094,0,0,6,16943,22130,0,9,3,53462,27302,0,4,4,40442,26839,0,4,4,51153,63482,25680,296692954,8,5,48054,41218,0,1,3,38477,68522,48809,1,6,25706,28958,0,4,5,32992,27513,0,7,7,28618,27703,0,469630383,1
5,8,57786,31113,0,6,5,40426,33379,0,3,3,26852,39061,0,2,6,29591,46953,0,3,6,39712,28021,0,1307943247,13,5,45686,57139,0,3,3,41676,65190,13693,4,5,24365,23942,0,2,2,15784,23892,0,6,4,51016,24204,0,974523649,1
8,20,45565,55159,0,7,15,67312,119197,30986,6,16,58835,63173,0,10,17,58197,52878,0,10,15,70114,45966,0,2972711963,30,7,92969,52151,0,16,9,71704,51632,17024,20,8,90007,103301,10098,6,9,29559,44520,0,11,8,52134,48419,0,774422909,1
9,5,44329,38176,0,10,5,71470,41383,0,4,6,25590,28525,0,7,6,57679,30738,0,16,4,51171,42837,0,11223253787,4,8,18427,75285,0,9,8,49522,31634,0,1,12,19550,45487,0,2,9,28924,58523,4458,9,9,65236,39310,0,16872338983,0
8,5,48167,97754,29970,11,12,54902,34356,0,16,8,60368,40997,0,10,8,58346,43463,0,5,11,38066,54789,0,150973726,2,9,44112,92925,7910,7,12,42691,49479,0,4,10,16434,31232,0,18,10,73941,35927,0,13,9,94181,50286,0,484102283,0
3,7,15764,28713,0,19,7,56600,37637,0,7,4,50197,72986,35542,10,13,48486,40505,0,7,8,32046,64413,0,99757999,6,8,35988,30879,0,9,6,50040,60794,77086,7,13,45619,38436,0,10,8,56060,33801,0,8,11,56547,39183,0,1375758869,0
14,7,84539,118724,12200,35,9,94430,41342,0,27,10,113831,46336,0,12,10,63235,29983,0,6,11,29947,54975,0,610846249,5,18,62156,122272,26434,15,16,57409,54280,0,5,20,42788,77635,7518,15,22,78022,63352,0,7,18,50985,68443,11839,299692267,0
0,2,28920,18258,0,2,5,17562,39198,17788,0,3,8176,32160,6352,2,6,25045,19823,0,2,7,17712,20002,0,3382582,4,1,9315,8726,0,7,1,36750,16768,0,3,4,20245,14391,0,3,1,41575,33472,0,4,0,21556,24058,28775,131422917,1
8,8,32569,31694,0,4,9,26121,29978,0,0,8,3371,22081,0,1,6,23579,17960,0,1,5,9049,19406,0,4097817611,13,0,39824,18701,0,7,2,21839,23741,1109,2,4,17396,23267,0,5,3,21405,12961,0,9,5,20655,16019,0,6540927863,1
1,6,4686,51864,0,13,13,89057,70767,0,11,14,63618,48660,0,17,9,81421,169419,23710,0,12,31285,66845,0,1098729047,23,8,128476,51043,0,12,6,76741,28832,0,6,10,54637,34004,1100,8,5,96633,36365,0,5,13,51068,119823,30720,136709662,0
12,13,31053,40190,0,6,12,40239,32559,0,8,10,29259,30051,0,7,13,31571,35194,0,11,11,41744,28046,0,2960422537,7,8,26041,32214,0,18,9,48466,33751,0,3,6,20261,30644,0,12,10,28523,28046,0,19,11,42749,49211,0,47637226123,1
7,8,48259,41013,0,25,6,106565,62472,0,4,6,65871,108121,63475,22,14,72205,80142,0,12,8,108146,82505,0,189935146,3,12,49279,50996,6858,10,18,103255,74776,0,3,8,63419,142792,159824,2,13,58492,69217,0,24,19,99808,63265,0,1305002941,0
9,3,36720,14208,0,8,3,37290,12288,0,6,4,34436,15860,0,4,2,28735,26233,16442,1,3,13366,15447,0,143736447,6,7,24514,30447,0,4,5,19070,23872,0,2,7,15777,25512,0,0,4,440,9106,0,3,5,24235,61610,23275,201482749,0
3,12,49474,114834,155236,11,13,53048,48370,0,11,6,96618,69315,0,0,16,10144,41483,0,4,12,33795,44472,0,545122735,16,5,73455,44537,0,1,3,11208,14636,0,17,6,96526,89249,20615,17,7,78119,54808,0,8,9,59166,39849,0,562091309,1
8,7,80767,47614,0,1,13,25316,122681,0,4,10,61030,61239,0,8,7,34539,45146,0,11,15,62674,67707,0,397564987,3,2,17548,19945,0,8,6,68922,41851,0,11,10,57089,46214,0,16,6,103326,82044,0,15,8,97502,74272,0,2912487521,0
14,12,41979,61586,0,15,14,38808,48304,0,19,12,58198,43571,0,32,9,83131,42077,0,11,14,39921,48016,0,3673411277,14,19,52723,51915,0,5,18,31110,45321,0,9,17,45744,48804,0,23,14,71009,47421,0,10,23,42968,68576,0,1072596367,0
8,15,36408,42476,0,8,9,57953,127081,9553,2,10,36995,57352,0,0,10,23079,76356,63945,7,16,64778,52335,11280,10266501,18,5,78711,20172,0,2,5,44038,33327,0,13,6,68087,45763,0,10,7,67684,98316,8711,17,2,97080,21635,0,346780993,1
6,3,45159,29661,0,1,8,6417,21742,0,7,6,37752,28062,0,0,10,8822,50883,28197,0,5,33775,17704,0,220654865,5,4,21703,26028,0,10,3,43359,21532,0,10,3,39574,17262,0,4,2,26458,57114,25148,3,2,16958,9989,0,1791291029,1
13,16,95376,73182,0,2,11,18290,63245,0,7,17,42189,57332,0,17,20,59886,88039,0,24,16,69795,197545,32087,183197963,32,10,171118,55851,0,4,9,32085,51636,0,18,16,104154,62643,0,21,5,125183,52881,0,5,23,46803,62525,0,1177697471,0
4,6,48936,33003,0,5,9,41983,101449,48648,3,8,15720,28593,0,7,7,44921,36062,0,8,6,27797,29983,0,875680559,1,2,21664,23299,0,4,7,69157,30311,17271,14,5,65410,34198,0,12,6,39526,28899,0,5,6,33333,62650,0,1779575093,1
7,11,48447,40639,0,3,4,54808,34522,0,15,8,49635,70591,0,7,5,49897,16192,0,5,8,30421,35852,0,1255406143,3,7,29199,51574,0,19,5,68810,38883,0,2,9,11633,27461,0,1,8,27865,69856,42881,10,8,60289,45434,0,204860702,1
12,6,53194,42577,0,14,5,59576,103412,9128,15,7,59862,32903,0,21,10,62994,73849,0,4,4,37004,43091,0,394723277,2,12,61908,92226,69116,10,12,48242,46358,0,10,16,70449,38905,0,9,14,73473,52388,0,1,12,41760,42753,200,632303409,0
3,12,47292,65017,0,4,17,28451,46902,0,12,8,61372,39511,0,8,15,38259,101524,43538,7,13,49876,44495,0,1602564359,10,7,46960,55673,0,20,7,72610,43047,0,5,7,41934,33861,0,7,8,23216,41875,0,23,5,112729,50794,0,3352110383,1
6,15,51689,61907,0,0,9,6286,49980,23592,0,18,6570,52084,0,6,7,44125,39745,0,5,7,30123,35545,0,602647645,8,5,34001,29897,0,12,2,52235,20151,0,12,7,58778,31470,0,17,1,65989,31146,720,6,2,28258,26129,0,2435264429,1
4,9,36471,22616,0,2,8,19771,22382,0,4,7,22929,24667,0,4,9,26569,34430,0,4,9,33810,28926,0,1318713433,9,4,22557,24630,0,9,5,28576,25043,0,4,2,13887,48606,42634,8,3,39183,19520,0,12,4,28818,21751,0,472596707,1
14,12,62718,106148,54206,7,14,34281,53718,0,3,7,39000,46914,0,23,12,105104,159363,37521,15,12,77381,51441,0,94838393,6,19,69564,61504,0,6,8,54132,49038,0,25,10,114646,71163,0,9,11,136849,56436,0,11,15,42393,80343,0,6464312191,0
7,11,24185,30287,0,0,7,9471,27063,0,11,6,26755,22986,2640,7,7,39956,28154,0,7,0,19429,23443,0,7098063191,10,6,42874,33495,0,2,4,5209,12460,0,9,7,23634,23551,0,7,3,41629,15462,0,3,12,18587,34828,0,16422780083,0
0,2,6975,10022,0,16,3,46040,23841,0,6,4,26477,14394,0,7,5,18299,15958,0,6,4,30487,23541,0,6215103247,6,8,18739,36805,0,2,7,13048,23173,0,4,5,14178,14521,0,3,7,19740,25367,0,2,8,22051,28412,0,1061205547,0
3,6,38051,35893,700,3,11,45757,45342,19519,5,7,30078,31274,2400,3,7,24931,87396,59943,6,9,34068,36475,0,1081206577,5,2,23586,26698,0,8,3,48287,35581,0,10,4,37991,39506,0,11,5,49663,33240,0,6,6,76853,37860,0,17505866713,1
12,9,68661,42008,0,10,9,71361,45319,0,8,14,52264,59815,0,11,9,76248,151634,32811,2,5,13580,43415,0,2578400341,4,11,63541,58908,0,3,6,31986,36848,0,10,8,90544,41928,0,19,10,83553,46580,0,10,8,72567,97850,13617,246386543,1
4,15,32544,40327,0,13,10,111680,57009,8320,8,8,84181,150211,39062,11,11,73127,61510,0,8,4,35275,40207,0,845260819,6,9,83096,63769,0,14,8,77528,28775,11074,7,10,45534,44798,0,18,9,78543,113540,75137,3,8,64563,85925,92485,28812297,1
8,11,59561,45923,0,3,9,45127,105989,44028,21,8,101446,53506,0,6,2,48448,35878,0,16,10,82245,68642,0,36724498,11,11,74995,41386,0,11,11,70413,107586,30072,6,9,42930,54964,2100,7,12,65965,50063,0,5,11,55635,82828,52877,62700029,0
16,11,119408,72589,8467,9,6,44858,44664,0,15,14,101579,154227,31391,17,8,82202,44412,0,14,12,70893,62550,0,697611949,10,19,70018,70313,0,2,10,40242,61616,0,8,14,68437,155309,600,7,15,94725,69194,0,23,13,105020,62508,0,3089937559,1
6,5,26174,27472,0,3,3,18620,11808,0,7,1,21184,47241,0,9,3,48701,20116,0,1,2,16644,16376,300,4387754759,3,6,22778,21223,0,0,6,18666,37735,43884,3,3,26730,25948,1560,5,7,26379,30786,0,4,6,28460,15631,0,2325755699,0
19,13,86201,45983,3000,6,12,58186,51462,0,0,15,6836,50439,0,1,17,25942,110436,75807,12,12,72457,55375,0,696809641,10,7,85175,37628,13622,21,13,50738,33650,0,14,3,79697,45464,0,19,7,80362,100896,36424,5,8,17723,31984,0,1027597129,1
8,10,43200,40842,0,2,8,25112,45323,55893,4,4,26022,27540,0,3,13,22695,35458,0,13,6,69818,35542,0,3347682269,13,7,54176,33982,0,2,6,31453,32937,0,11,5,21817,54002,0,2,5,30542,34359,30040,13,6,46717,31567,0,58491291,1
6,9,83764,65860,0,13,16,53297,52367,0,6,9,35435,49883,107792,12,12,103514,64509,0,6,13,43833,54134,0,2213337173,8,9,71741,52669,0,27,10,74074,52863,0,15,11,68146,79915,0,7,6,33339,64037,109600,2,7,39453,70359,0,619622323,1
18,5,84595,53369,0,9,10,39770,36346,0,10,6,54957,90292,250,18,10,72852,42535,0,2,7,8274,24294,0,4670908519,5,11,61923,46272,0,5,12,32363,37939,2300,11,13,32289,40879,0,8,9,61316,86512,7475,9,12,58945,48846,0,1885577317,0
0,7,6406,18845,0,3,7,34174,27166,0,1,6,10456,22264,0,2,5,28467,68582,14403,3,10,14418,25211,0,106668757,12,4,28964,19202,0,6,1,17936,29866,16390,4,1,49241,16944,0,2,1,17275,16272,0,11,2,48652,11637,0,60207022,1
4,17,42947,50822,0,12,9,61244,43288,0,13,12,80839,56031,0,11,12,71225,40200,0,12,9,87356,32966,0,222082667,4,10,23806,43887,0,5,16,21593,45299,0,17,9,73774,66103,0,16,9,51112,126973,34648,17,8,53022,61349,0,2294497699,1
9,6,93498,48804,0,3,6,71260,48190,0,5,8,60655,31132,0,12,7,50228,28190,0,7,11,62397,89083,4061,15155342701,17,7,85300,51900,0,7,6,54144,109780,97303,3,6,8737,30855,0,5,10,40845,54666,0,6,7,56373,90837,0,3252966821,1
15,11,55939,60948,0,14,4,70473,28462,0,3,12,24279,46707,0,11,15,64380,56719,0,15,10,53936,47543,0,10843951273,0,10,8126,42132,0,13,9,52838,91147,86723,14,13,53519,47370,0,2,14,50007,48139,0,22,12,75889,40219,25907,175530471,1
6,4,37382,22759,0,12,6,44166,39821,0,1,7,21734,32125,0,3,7,32115,32523,0,12,7,40463,36189,0,8619025561,3,6,24303,52550,78793,10,3,48201,21359,0,3,8,30630,34230,0,6,8,25503,32971,0,9,9,34780,34750,0,305861405,1
14,12,54489,107093,0,22,14,79636,56111,0,11,16,71005,48786,0,4,17,19656,47417,0,21,14,67295,55638,0,798147193,20,11,79596,100660,19855,20,14,82525,42566,7620,14,14,56136,48361,0,17,16,77956,52619,0,5,17,18832,49973,0,401064349,1
2,16,39426,131952,85926,24,18,99028,64933,0,10,12,78323,59955,8759,6,13,75907,69294,0,13,16,105547,72496,0,411296255,11,18,71438,86338,0,21,7,140560,46376,0,10,6,48331,55574,0,27,11,96858,152498,48485,6,13,41443,57445,0,767103727,1
14,7,89191,53579,0,5,9,31812,40495,0,14,4,51341,83377,59797,13,8,66346,44030,0,12,14,61919,51051,0,403205933,15,14,78871,58283,0,9,10,57377,43090,0,9,12,58521,106376,85560,3,11,39683,55642,0,6,11,38080,37218,0,964401551,0
0,4,8186,18219,0,5,11,22546,39930,0,1,10,42022,38646,0,9,6,42077,30098,0,4,9,30357,103889,27976,177973783,5,3,52592,27070,0,3,4,29273,27310,0,20,3,78446,35854,0,4,2,32605,19688,0,7,7,37866,35266,0,6760295519,1
15,19,81307,63003,0,5,15,29950,62883,0,8,18,53191,59296,0,6,16,48014,43014,0,4,11,66286,79876,59730,509320131,14,7,63709,49224,0,10,4,54922,45019,0,19,8,50949,45129,0,14,8,64572,106316,11013,20,11,73920,33060,0,2443442209,1
3,9,24190,29523,0,4,10,31448,26944,0,2,10,30520,31382,0,3,9,23708,31377,0,6,9,48629,23653,0,2037027599,10,3,24835,58752,0,2,3,6730,17718,0,5,4,41966,34331,0,19,4,35058,27276,0,11,4,34290,20418,0,4036237169,1
9,3,30573,67570,21887,6,8,43957,31427,0,7,3,39995,13997,0,18,5,43177,36303,0,20,8,64040,38005,0,784095037,6,13,45878,72258,35147,7,13,39756,47618,0,6,12,26047,34277,1500,7,9,50330,24616,0,1,13,25291,42973,0,36940874,0
8,5,48054,41218,0,1,3,38477,68522,48809,1,6,25706,28958,0,4,5,32992,27513,0,7,7,28618,27703,0,469630383,9,4,31914,34094,0,0,6,16943,22130,0,9,3,53462,27302,0,4,4,40442,26839,0,4,4,51153,63482,25680,296692954,0
5,8,57786,31113,0,6,5,40426,33379,0,3,3,26852,39061,0,2,6,29591,46953,0,3,6,39712,28021,0,1307943247,13,5,45686,57139,0,3,3,41676,65190,13693,4,5,24365,23942,0,2,2,15784,23892,0,6,4,51016,24204,0,974523649,1
30,7,92969,52151,0,16,9,71704,51632,17024,20,8,90007,103301,10098,6,9,29559,44520,0,11,8,52134,48419,0,774422909,8,20,45565,55159,0,7,15,67312,119197,30986,6,16,58835,63173,0,10,17,58197,52878,0,10,15,70114,45966,0,2972711963,0
9,5,44329,38176,0,10,5,71470,41383,0,4,6,25590,28525,0,7,6,57679,30738,0,16,4,51171,42837,0,11223253787,4,8,18427,75285,0,9,8,49522,31634,0,1,12,19550,45487,0,2,9,28924,58523,4458,9,9,65236,39310,0,16872338983,0
2,9,44112,92925,7910,7,12,42691,49479,0,4,10,16434,31232,0,18,10,73941,35927,0,13,9,94181,50286,0,484102283,8,5,48167,97754,29970,11,12,54902,34356,0,16,8,60368,40997,0,10,8,58346,43463,0,5,11,38066,54789,0,150973726,1
6,8,35988,30879,0,9,6,50040,60794,77086,7,13,45619,38436,0,10,8,56060,33801,0,8,11,56547,39183,0,1375758869,3,7,15764,28713,0,19,7,56600,37637,0,7,4,50197,72986,35542,10,13,48486,40505,0,7,8,32046,64413,0,99757999,1
5,18,62156,122272,26434,15,16,57409,54280,0,5,20,42788,77635,7518,15,22,78022,63352,0,7,18,50985,68443,11839,299692267,14,7,84539,118724,12200,35,9,94430,41342,0,27,10,113831,46336,0,12,10,63235,29983,0,6,11,29947,54975,0,610846249,1
4,1,9315,8726,0,7,1,36750,16768,0,3,4,20245,14391,0,3,1,41575,33472,0,4,0,21556,24058,28775,131422917,0,2,28920,18258,0,2,5,17562,39198,17788,0,3,8176,32160,6352,2,6,25045,19823,0,2,7,17712,20002,0,3382582,0
8,8,32569,31694,0,4,9,26121,29978,0,0,8,3371,22081,0,1,6,23579,17960,0,1,5,9049,19406,0,4097817611,13,0,39824,18701,0,7,2,21839,23741,1109,2,4,17396,23267,0,5,3,21405,12961,0,9,5,20655,16019,0,6540927863,1
